Precio,Ubicacion,Titulo,Atributos,Link,Descripcion_Larga,Precio_Num,m2,Ambientes,Dormitorios,Baños,Tiene_Cochera,Tiene_Balcon,Tiene_Terraza,Tiene_Lavadero,Smart_Amenities,Smart_Seguridad,Smart_Luminoso,A_Refaccionar,Precio_m2,Barrio
169.0,"Conesa 3900, Saavedra, Capital Federal",Departamento En Venta Saavedra 2amb Pb Cerca Pque,,https://departamento.mercadolibre.com.ar/MLA-1735703053-departamento-en-venta-saavedra-2amb-pb-cerca-pque-_JM#polycard_client=search-desktop&search_layout=grid&position=41&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Corredor Responsable: RMX 1 SAS - Lucas Norman CUCICBA 8008 / CMCPSI 6743 - 
Contacto: Viviana Morales
*******VENTA DEPARTAMENTO A ESTRENAR*******
Edificio de refinado DISEÑO y gran CALIDAD CONSTRUCTIVA

UNICO 2 ambientes AMPLIOS en PLANTA BAJA con JARTIN PROPIO en la zona más linda y segura de Saavedra!! IDEAL PARA VIVIR O INVERSION PARA RENTA
Disposición CONTRAFRENTE que asegura una vida sumamente tranquila, super silencioso, PAZ TOTAL. 
Muy buena orientación e iluminación. APTO PROFESIONAL 

NO ES APTO CREDITO

UBICACIÓN PRIVILEGIADA= GRAN CONECTIVIDAD
A mts. del Boulevard García del Río; a tan solo 200m del Parque Saavedra pulmón verde de la ciudad con diversa oferta gastronómica y actividades al aire libre; a 600m del Centro comercial de Av Cabildo (Nuñez) con innumerable líneas de colectivos y a 900m de Av. Gral Paz con salida rápida en auto a cualquier punto de la Ciudad o Gran Buenos Aires.

SUP. CUBIERTA 50M2. SUP. DESCUBIERTA 26M2
SUP. TOTAL 76M2

CARACTERÍSTICAS
-ESTAR COMEDOR de muy buenas proporciones (4.82 X 4.52m) con gran ventanal de salida a expansión, que permite un ambiente SUPER luminoso y aereado;
-PATIO PRIVADO (6.36 x 3.92m) para disfrutar a full al aire libre, con amplia superficie de solado y cantero verde con palmera, para armar a tu gusto!! 
-COCINA independiente (3.66 x 1.62/1.82m) con mobiliario bajo mesada y ALACENAS en melanina con gran capacidad de guardado, ventanal de salida directa al patio, mesada en Silestone, pileta de cocina en acero inoxidable Jhonson, cocina a gas y Griferia FV mono comando. LAVADERO incorporado en Cocina con conexión para lavarropas;
-DORMITORIO (3.38 x 2.81m) con placard empotrado con frente e INTERIORES COMPLETOS en melamina y con ventana de iluminación y ventilación;
-BAÑO completo con ducha (3.07 x 1.55m), vanitory de melamina con pileta de fibra y ventilación por extracción. Artefactos sanitarios FERRUM (línea Trento) y griferías monocomando FV de alta tecnología.

EDIFICIO
Desarrollado en 7 pisos con excelente DISEÑO y detalles de terminación de CATEGORIA.
Ascensor de última generación con cabina en acero inoxidable y pantalla digital.
Seguridad CCTV.

AMENITIES *Terraza/ Solarium * Parrilla * Toilette * Espacio bicicletero. 

TERMINACIONES/ ARTEFACTOS
Agua caliente por Calefón a gas.
Calefacción por Calefactor a gas tiro balanceado. 
Pre-instalación para equipo de Aire Acondicionado Split (F/C) en cada ambiente.
Carpinterías de aluminio línea Modena con DOBLE VIDRIO DVH (con cámara de aire) que
proporciona aislación acústica y térmica.
Puertas placa de madera con marco metálico.
Pisos interiores y exteriores: Porcelanato o cerámico. 
Revestimientos en paredes: Cerámica o Porcelanato 

LO CONOCES Y LO HACES TU NUEVO HOGAR!!!!! Llamáme y lo visitamos

RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.
El inmueble es accesible para personas con discapacidades físicas.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",169000,50,2,,1,0,0,1,1.0,1,1.0,1.0,0,3380.0,Saavedra
125.0,"Quintana Al 4600, Saavedra, Capital Federal",Departamento En Venta De 1 Ambiente En Saavedra Con Balcón Y Terraza,,https://departamento.mercadolibre.com.ar/MLA-3154216116-departamento-en-venta-de-1-ambiente-en-saavedra-con-balcon-y-terraza-_JM#polycard_client=search-desktop&search_layout=grid&position=42&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Saavedra Monoambiente con balcón y gran terraza propia, potencial de ampliación
Ubicado en el barrio de Saavedra, a 2 cuadras de General Paz y a 4 cuadras de Av. Cabildo y Metrobús, con excelente conectividad y comercios de cercanía, se encuentra este amplio monoambiente al frente, en quinto piso.
La unidad cuenta con 36 m2 cubiertos, con cocina integrada y baño completo, en estado impecable y con tan solo 2 años de antiguedad.
Se destaca por su balcón terraza al frente, con orientación oeste, que aporta muy buena luminosidad natural.
El gran diferencial de la propiedad es su terraza propia de 4,45 x 8,50 m, con posibilidad de conexión directa desde el departamento, ya que fue prevista una reserva de espacio en losa con cerramiento vidriado para incorporar una escalera interna.
Este espacio ofrece un alto potencial de ampliación, ideal para generar un ambiente adicional, quincho o jardín de invierno, sumando metros y valor a la unidad.
Expensas aproximadas: $100.000.
Una propuesta ideal tanto para vivienda como inversión, con un diferencial único en la zona: terraza propia con potencial real de crecimiento.

Las medidas y/o superficies son aproximadas a título informativo.
Nos encontramos en Martínez y Olivos. Nuestro horario de atención es de lunes a viernes de 10:00hs a 18:00hs y los sábados de 10:00hs a 14:00hs. 
Código de referencia de la propiedad: MHO7818402

Javier Martin CMCPSI 4513
MARTIN PROPIEDADES.",125000,36,1,,1,0,1,1,0.0,1,0.0,1.0,0,3.472.222.222.222.220,Saavedra
460.0,"Mendoza 4200, Villa Urquiza, Capital Federal",Venta Departamento 5 Ambientes Con Jardín Y Parrilla En Villa Urquiza,,https://departamento.mercadolibre.com.ar/MLA-1737959203-venta-departamento-5-ambientes-con-jardin-y-parrilla-en-villa-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=43&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Venta departamento 5 ambientes en Villa Urquiza. Unidad en planta baja. Ingreso a cocina integrada con comedor diario, living comedor y toilette con salida a patio con parrilla. Playroom. En planta alta dispone de tres dormitorios, uno en suite con vestidor y baño, y dos dormitorios con baño completo. Todos los ambientes con ventilacion natural. Edificio con amenities: SUM, terraza con pileta, fogonero, gimnasio, seguridad y cocheras. Metraje total 157m2. Superficie cubierta 105m2, Superficie descubierta 52m2. Si te interesa, pero necesitas vender para comprar, también podemos ayudarte. -Comercializa Exequiel Petagna Compromiso Inmobiliario CUCICBA 7827. -

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP500961 - KPT040922 - 
 -  Publicado usando KiteProp CRM Inmobiliario",460000,157,5,,1,1,0,1,0.0,1,1.0,0.0,0,2.929.936.305.732.480,Villa Urquiza
165.0,"Coronel Ramón Lorenzo Falcón 2800, Flores, Capital Federal",Venta Depto 3 Amb Reciclado A Nuevo C/patio Flores,,https://departamento.mercadolibre.com.ar/MLA-1736632659-venta-depto-3-amb-reciclado-a-nuevo-cpatio-flores-_JM#polycard_client=search-desktop&search_layout=grid&position=44&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Corredor Responsable: Cristian Medina CUCICBA 7762 / CMCPSI 6700 - 
Contacto: Cristian Medina
VENTA - DEPARTAMENTO TRES AMB C/PATIO - FLORES

RECICLADO TOTALMENTE A NUEVO.

APTO CREDITO HIPOTECARIO.

Departamento 3 ambientes con Patio

A 1 cuadra de la estación de subte ""San Pedrito"" de la línea A, a 100mts de Av Rivadavia y de Av Juan Bautista Alberdi y a 100mts de Avenida San Pedrito lo cual lleva a una gran disponibilidad de líneas de colectivo.

EXCELENTE ZONA.

NO DUDES EN HACER TU CONSULTA - LISTO PARA ESCRITURAR.

Toda información es a sólo efecto orientativo. Las medidas, superficies, metrajes y proporciones informados son aproximados, las medidas reales surgirán del título de propiedad respectivo.
RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.
El inmueble no es accesible para personas con discapacidades físicas.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",165000,100,3,,1,0,0,1,0.0,1,0.0,0.0,0,1650.0,Flores
197.0,"Alsina 2100, Balvanera, Capital Federal",Venta Excelente Piso De 4 Ambientes Al Frente En Balvanera,,https://departamento.mercadolibre.com.ar/MLA-3148264226-venta-excelente-piso-de-4-ambientes-al-frente-en-balvanera-_JM#polycard_client=search-desktop&search_layout=grid&position=45&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"VENTA EXCELENTE PISO 4 AMBIENTES AL FRENTE SUPER LUMINOSO EN BALVANERA
 
Excelente piso de 4 ambientes al frente en esquina ubicado en piso 6 entre Pasco y Rincón, con orientación norte y gran luminosidad en todos sus ambientes. 

La propiedad cuenta con:

Hall privado de distribución que nos conduce a los distintos ambientes de la propiedad. Ascensor.

Recepción/Escritorio: Piso de Roble de Eslavonia. Conectado con el comedor.

Comedor: Pisos de roble de Eslavonia. Ambiente luminoso. Ventanal hacia el balcón.

Living: Amplio y luminoso. Ventanal hacia el balcón de la ochava. Piso de roble de Eslavonia en excelente estado.

Dormitorios: Uno de ellos en suite. Pisos de impecable pinotea. Placards empotrados. Ventanales hacia el exterior. Ambientes amplios y luminosos.

2 baños completos. Amplios, con ventana al exterior, mueble de guardado y bañera. Uno de ellos con mampara. Detalles de sobriedad y buen gusto.

Cocina: Espaciosa. Ventanas al exterior. Lugar y conexión para cocina a gas y heladera. Alacenas, bajo mesada y campana extractora. Espacio para comedor diario. Todo en impecable estado. 

Balcones: Son cinco. Todos de estilo francés. Excelentes vistas hacia la ciudad de Buenos Aires. 

Lavadero: Integrado a la cocina. Espacio y conexión para lavarropas. Sector de lavado.

Superficie cubierta: 129 m2 aprox.

Superficie total: 129 m2 aprox.

El departamento tiene agua caliente individual por caldera dual, que a su vez alimenta los radiadores, pudiéndose individualizar en cada uno de los ambientes. Fue reciclado y sus cañerías renovadas hace 14 años aprox. Es ideal para familia o quienes buscan amplitud, luz y ubicación estratégica. La calefacción es por radiadores. Las aberturas son un detalle para destacar por su calidad y estilo. 

Edificio: En excelente estado. Tiene 1 pisos con sólo 1 unidad por nivel, detalle que brinda privacidad y tranquilidad. Cuenta con servicio de limpieza. Expensas Ordinarias $.154.000 aprox. (febrero 2026). A.B.L. $18.200 aprox. (Enero 2026).

Barrio: Frente a la Plaza 1 de Mayo. Muy cerca de las Avdas. Rivadavia, Entre Ríos y Belgrano, el Spinetto Shopping, el Centro Gallego de Buenos Aires, café Los Angelitos, centros educativos, negocios de distintos rubros y centros médicos.
Zona de excelente conectividad.

Subterráneos: Línea A (estaciones Pasco y Alberti). Línea H (estación Venezuela).

Paradas de colectivos: 95, 168, 98, 84, 64, 129, 86, 37, 105, 151, 12, 8, 50, entre otras.

Ferrocarril: Línea Sarmiento (estación Once).

=== Si te interesa la propiedad y necesitás vender para comprar, también podemos ayudarte. ===

=== Esta propiedad cuenta con plano digital, tour virtual 360 y video recorrido a pie. ===

=== Los metros aquí publicados son aproximados. Los reales surgen de la escritura o plano de mensura. ===

Toda la información del presente aviso, incluyendo -a título enunciativo y no limitativo- medidas, superficies, fotos, videos, renders, planos digitales, precios, mobiliario, impuestos, expensas, servicios y demás datos, es de carácter orientativo e ilustrativo, pudiendo sufrir modificaciones sin previo aviso. La misma no reviste carácter contractual ni constituye oferta vinculante, conforme lo dispuesto por el artículo 973 del Código Civil y Comercial de la Nación. Las medidas, superficies y proporciones consignadas son aproximadas y podrán diferir de las que surjan de títulos, planos y/o documentación del inmueble. La inmobiliaria no garantiza la exactitud de la información suministrada, la cual ha sido proporcionada por los propietarios y/o responsables, no asumiendo responsabilidad por eventuales errores, omisiones o inexactitudes. Se deja constancia que determinadas mejoras y/o construcciones existentes en el inmueble (tales como cerramientos, quinchos, ampliaciones y/o acondicionamientos en azoteas o terrazas) podrían no encontrarse declaradas en los títulos y/o planos. Asimismo, la inmobiliaria no asume responsabilidad respecto del funcionamiento de los servicios, de la valuación fiscal del inmueble, cargas, deudas, ni por la existencia de reclamos o procesos judiciales que pudieran afectar al inmueble o al consorcio de propietarios, en caso de corresponder. Accesible: No (Ley 5115). 

- KP498355 - KPT040906 - 
 -  Publicado usando KiteProp CRM Inmobiliario",197000,129,4,,2,0,1,1,1.0,1,0.0,1.0,0,15.271.317.829.457.300,Balvanera
80.0,"Estados Unidos 2700, ABR, San Cristóbal, Capital Federal",Departamento Venta 3 Ambientes Bajas Expensas Apto Crédito San Cristóbal,,https://departamento.mercadolibre.com.ar/MLA-1737981931-departamento-venta-3-ambientes-bajas-expensas-apto-credito-san-cristobal-_JM#polycard_client=search-desktop&search_layout=grid&position=46&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"IMPECABLE 3 AMBIENTES!
Muy luminoso!
Excelente distribución!
Hall de entrada!
Living-comedor!
2 Dormitorios!
Amplios placares!
Baño completo a nuevo!
Cocina completa integrada con barra desayunadora y ventilación natural!
2 Splits frío-calor!
Apto profesional!
BAJAS EXPENSAS!
APTO CRÉDITO!
ÚNICO!
OPORTUNIDAD!

*Esta propiedad NO posee rampa de acceso para personas con movilidad reducida.
*Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información.
*Matrícula CUCICBA 2204",80000,,3,2,1,0,0,0,0.0,0,0.0,1.0,0,,San Cristóbal
140.0,"Av Juan B Justo 4000, Caballito, Capital Federal",Departamento De 3 Ambientes C/dependencia En Caballito,,https://departamento.mercadolibre.com.ar/MLA-3169584930-departamento-de-3-ambientes-cdependencia-en-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=47&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Venta Departamento 3 Ambientes c/ dependencia y con Lavadero - Excelente Estado, Apto Crédito y Profesional 
Primer piso, con doble circulación frente y contra frente al pulmón. 
2 Dormitorios, 1 dependencia amplia, 1 baño completo con bañera + 1 Toilette con ducha, lavadero. 
Cocina separada con horno tipo industrial, ideal para quienes disfrutan la gastronomía.
Balcón corrido que aporta luz y ventilación natural a los ambientes principales. 
Puerta Blindada, protecciones enrejadas y cerramiento insonorizado (DVH)
La propiedad se encuentra en excelente estado de conservación, lista para habitar.
Por sus características y reglamento, es apto crédito y apto profesional, lo que lo convierte en una excelente opción tanto para vivienda como para consultorios u oficinas
Excelente acceso a transporte público. (2 Metrobús, múltiples líneas)

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP501932 - KPT041015 - 
 -  Publicado usando KiteProp CRM Inmobiliario",140000,,3,2,1,0,1,0,1.0,0,0.0,0.0,0,,Caballito
200.0,"Fitz Roy 2440, Palermo, Capital Federal","Venta Dto 3 Amb Al Frente, Dependencia Y Cochera Fija.balcón, Luminoso.",,https://departamento.mercadolibre.com.ar/MLA-3154301924-venta-dto-3-amb-al-frente-dependencia-y-cochera-fijabalcon-luminoso-_JM#polycard_client=search-desktop&search_layout=grid&position=48&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,"Venta | 4 Ambientes al Frente con Balcón Corrido y Cochera | Palermo Hollywood
Fitz Roy entre Charcas y Av. Santa Fe - Palermo Hollywood, CABA
73 m2 totales | 3 piso al frente
Departamento de 4 ambientes con muy buena distribución y doble circulación, ubicado en una zona de alta demanda.
Distribución:
Living comedor con salida a balcón corrido
Cocina comedor independiente
Lavadero separado
3 dormitorios
1 baño completo
1 baño con ducha
Cochera propia
Al frente, con buena luz natural y ventilación en todos los ambientes. El balcón corrido amplía los espacios y conecta los ambientes principales.
Unidad en buen estado, lista para habitar.
Edificio:
Construcción sólida
2 ascensores
4 unidades por piso
Ubicación:
A metros de Av. Santa Fe. Cercano a Subte Línea D (Palermo y Ministro Carranza), Metrobus y tren. Zona con oferta gastronómica, comercial y de servicios.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP500845 - KPT040819 - 
 -  Publicado usando KiteProp CRM Inmobiliario",200000,73,4,3,1,1,1,0,1.0,0,0.0,0.0,0,273.972.602.739.726,Palermo
257.000,"San José De Calasanz 600 - 900, Caballito, Capital Federal",Departamento De 4 Ambientes Con Cochera En Caballito,,https://departamento.mercadolibre.com.ar/MLA-3159677076-departamento-de-4-ambientes-con-cochera-en-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=1&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Semipiso de 4 ambientes en Caballito, sobre San José de Calasanz al 700.
Ubicado en sexto piso al frente, con excelente luminosidad en todos los ambientes.
Cuenta con 87 m² cubiertos + balcón de 11 m².
Living comedor amplio, cocina comedor con ingreso independiente y doble circulación.
3 dormitorios (principal en suite) + segundo baño completo.
Incluye cochera y baulera.
Edificio de solo 13 unidades, 26 años de antigüedad y muy buen estado general.
Apto crédito",257000,,4,3,1,1,1,0,0.0,0,0.0,1.0,0,,Caballito
59.900,"Alsina 1252, Monserrat, Capital Federal",Venta Monoambiente Estrenar Piso Alto Airbnb Profesional Monserrat,,https://departamento.mercadolibre.com.ar/MLA-1739202345-venta-monoambiente-estrenar-piso-alto-airbnb-profesional-monserrat-_JM#polycard_client=search-desktop&search_layout=grid&position=2&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Venta monoambiente a estrenar, piso alto contrafrente abierto IDEAL INVERSIÓN
Ambiente con baño completo, placard con interiores y amplio ventanal con gran vista y luz. Termotanque eléctrico y preinstalación para aire acondicionado. Apto profesional y temporal. Rentabilidad estimada 10% anual. Seguridad 24 hs y laundry. Amenities futuros: GYM, SUM, coworking, piscina, solárium y terraza.
Consultá por otras unidades.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP501501 - KPT040811 - 
 -  Publicado usando KiteProp CRM Inmobiliario",59900,,1,,1,0,0,1,0.0,1,1.0,1.0,0,,Monserrat
143.000,"Conde Al 2300, Belgrano R, Capital Federal",Venta | Departamento En Duplex De 2 Ambientes Con Patio | Belgrano R,,https://departamento.mercadolibre.com.ar/MLA-1736327197-venta-departamento-en-duplex-de-2-ambientes-con-patio-belgrano-r-_JM#polycard_client=search-desktop&search_layout=grid&position=3&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Venta de departamento en duplex, tipo PH, ubicado en planta baja con patio en Belgrano R.
Muy luminoso y en excelente estado.

DESCRIPCIóN
Planta Baja:
* Living-Comedor con salida al patio.
* Toilette de recepción.
* Cocina integrada con muebles de alto y bajo mesada.
* Lugar de guardado bajo la escalera.
* Patio.

Planta alta:
Acceso por escalera.
* Dormitorio con placard. Salida al balcón.
* Baño completo con bañadera.

CARACTERíSTICAS ADICIONALES:
- Aire acondicionado en PB. Calefacción por aire.
- Espacio para lavarropas.

El edificio cuenta con un patio común con parrilla y ducha.

UBICACIóN:
Excelente ubicación, en zona tranquila. Muy cercano a avenida Monroe, Balbín, Melián y Cramer.
Buena conectividad, Próximo a paradas de varias líneas de colectivo.
A 4 cuadras de la estación Belgrano R del FF. CC. Mitre.
A 3 cuadras del Hospital Pirovano.

En cumplimiento a la ley 5115, se informa que el inmueble no es accesible para personas con movilidad reducida o discapacidad física.
Corredor interviniente: Milagros Sarachaga CUCICBA 7799 Paolo Menghi CUCICBA 9171 CMCPDJLM 1005

La tasación, intermediación y la conclusión de las operaciones sobre esta propiedad son actividades exclusivas de este corredor matriculado, conforme las previsiones de la ley 20.266, la ley CABA 2340, la ley provincial 10.973 y sus modif. y las normas reglamentarias dictadas por los colegios departamentales. 

Las medidas, superficies y expensas consignadas en la presente son aproximadas; y al solo efecto orientativo. Los datos definitivos son los que surgirán del título de la propiedad y de los comprobantes respaldatorios.",143000,,,,1,0,1,1,0.0,1,0.0,1.0,0,,Belgrano R
25.000,"Pavon 1200, Constitución, Capital Federal",Venta. Monoambiente Con Amenities. Apto Credito. Constitución,,https://departamento.mercadolibre.com.ar/MLA-3168642282-venta-monoambiente-con-amenities-apto-credito-constitucion-_JM#polycard_client=search-desktop&search_layout=grid&position=4&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Venta departamento de 1 ambiente en Constitución, ubicado en Pavon 1200. 
Cuenta con 20 m2 en total, 1 baño y una cocina kitchenette con anafe eléctrico. 
El agua caliente es centralizada y el edificio cuenta con zoom y 2 parrillas. 
Apto crédito.

Toda la información del aviso, incluyendo medidas, precio, impuestos, servicios, etc. son estimativos, sujetos a modificación y no vinculantes, según lo dispuesto en el art. 973, Cód. Civ. y Com. 

- KP501860 - KPT040914 - 
 -  Publicado usando KiteProp CRM Inmobiliario",25000,20,1,,1,0,0,0,0.0,1,0.0,0.0,0,1250.0,Constitución
155.000,"Migueletes 1800, Belgrano, Capital Federal",Venta 3 Ambientes Con Balcon Y Depen. En Belgrano,,https://departamento.mercadolibre.com.ar/MLA-3154598802-venta-3-ambientes-con-balcon-y-depen-en-belgrano-_JM#polycard_client=search-desktop&search_layout=grid&position=5&type=item&float_highlight=recent_publication&tracking_id=11c1d4c3-3637-4bcb-a5b9-cf68f0c9d6b8&price_drop=not_apply,"Corredor Responsable: Hernan Perrone CUCICBA 2792 / MGR 170 - 
Contacto: Maximiliano Iván Maza
GRAN OPORTUNIDAD!!

Departamento 3 Ambientes con Balcón y Dependencia Belgrano

Ubicado en el corazón de Belgrano, este luminoso departamento de 3 ambientes con dependencia combina comodidad, amplitud y una ubicación privilegiada.

La propiedad cuenta con un living comedor de generosas dimensiones con estufa a gas y salida al balcón, ideal para disfrutar del aire libre. 

La cocina independiente es amplia, cuenta con espacio de guardado en alacenas y bajo mesada, estractor, Calefon a gas y área de comedor diario.

Dispone de dos dormitorios con placard empotrado, muy luminosos y bien distribuidos, un baño completo, toilette de recepción y dependencia de servicio, lo que suma versatilidad para distintos usos (escritorio, habitación de huéspedes o espacio de trabajo).

Ubicación inmejorable: a pasos de Av. Libertador, con acceso a subte, múltiples líneas de colectivo, comercios, restaurantes y colegios de la zona.

 Detalles destacados:

Excelente distribución

Balcón al frente

Dependencia 

Mucha luz natural

Ubicación estratégica en Belgrano


Una oportunidad única para quienes buscan confort, amplitud y calidad de vida en uno de los barrios más buscados de la ciudad.


NO DUDES EN COORDINAR UNA VISITA!
RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.
El inmueble es accesible para personas con discapacidades físicas.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",155000,,3,,1,0,1,0,0.0,1,0.0,1.0,0,,Belgrano
